ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Mario,L,None,None,None,None
Goomba,HILL_TOP_LEFT,D,VelChange,Goomba,None,vy
HILL_TOP_LEFT,Goomba,U,VelChange,Goomba,None,vy
Mario,HILL_TOP_LEFT,U,VelChange,Goomba,None,vy
HILL_TOP_LEFT,Mario,D,VelChange,Goomba,None,vy
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_TOP,R,None,None,None,None
HILL_TOP,Mario,L,None,None,None,None
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mario,HILL_TOP_RIGHT,D,None,None,None,None
HILL_TOP_RIGHT,Mario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,HILL_RIGHT,L,Change,null,SPENT,None
Goomba,HILL_RIGHT,L,Add,Mushroom,None,None
Goomba,HILL_RIGHT,L,VelChange,Mario,None,vy
HILL_RIGHT,Goomba,R,Change,null,SPENT,None
HILL_RIGHT,Goomba,R,Add,Mushroom,None,None
HILL_RIGHT,Goomba,R,VelChange,Mario,None,vy
Mario,null,U,Change,null,SPENT,None
Mario,null,U,Add,Mushroom,None,None
Mario,null,U,VelChange,Mario,None,vy
null,Mario,D,Change,null,SPENT,None
null,Mario,D,Add,Mushroom,None,None
null,Mario,D,VelChange,Mario,None,vy
Goomba,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Goomba,U,None,None,None,None
Goomba,HILL_RIGHT,L,None,None,None,None
HILL_RIGHT,Goomba,R,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Goomba,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,VelChange,Mario,None,vx
HILL_FILL,Goomba,U,VelChange,Mario,None,vx
Goomba,HILL_FILL,L,VelChange,Mario,None,vx
HILL_FILL,Goomba,R,VelChange,Mario,None,vx
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,VelChange,BigMario,None,vy
HILL_FILL,Goomba,U,VelChange,BigMario,None,vy
Goomba,HILL_FILL,L,VelChange,BigMario,None,vy
HILL_FILL,Goomba,R,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,D,VelChange,BigMario,None,vx
HILL_LEFT,Goomba,U,VelChange,BigMario,None,vx
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,BigMario,L,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,HILL_LEFT,D,VelChange,Goomba,None,vy
HILL_LEFT,BigMario,U,VelChange,Goomba,None,vy
BigMario,HILL_FILL,R,VelChange,Goomba,None,vy
HILL_FILL,BigMario,L,VelChange,Goomba,None,vy
BigMario,HILL_FILL,D,VelChange,Goomba,None,vy
HILL_FILL,BigMario,U,VelChange,Goomba,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_FILL,U,None,None,None,None
HILL_FILL,BigMario,D,None,None,None,None
BigMario,HILL_TOP,U,None,None,None,None
HILL_TOP,BigMario,D,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,U,None,None,None,None
HILL_LEFT,BigMario,D,None,None,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_TOP_LEFT,U,None,None,None,None
HILL_TOP_LEFT,BigMario,D,None,None,None,None
BigMario,HILL_TOP,U,None,None,None,None
HILL_TOP,BigMario,D,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_TOP_RIGHT_IN,D,VelChange,BigMario,None,vy
HILL_TOP_RIGHT_IN,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_TOP_RIGHT,R,None,None,None,None
HILL_TOP_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,BigMario,U,None,None,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_TOP_LEFT_IN,D,None,None,None,None
HILL_TOP_LEFT_IN,BigMario,U,None,None,None,None
BigMario,HILL_TOP_LEFT_IN,R,None,None,None,None
HILL_TOP_LEFT_IN,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,BigMario,L,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,Delete,Goomba,None,None
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,Delete,Goomba,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,BLOCK,L,VelChange,Fireball,None,vy
Fireball,BLOCK,L,Delete,Fireball,None,None
Fireball,BLOCK,L,VelChange,Fireball,None,vx
BLOCK,Fireball,R,VelChange,Fireball,None,vy
BLOCK,Fireball,R,Delete,Fireball,None,None
BLOCK,Fireball,R,VelChange,Fireball,None,vx
Fireball,6,L,VelChange,Fireball,None,vy
Fireball,6,L,Delete,Fireball,None,None
Fireball,6,L,VelChange,Fireball,None,vx
6,Fireball,R,VelChange,Fireball,None,vy
6,Fireball,R,Delete,Fireball,None,None
6,Fireball,R,VelChange,Fireball,None,vx
Fireball,BLOCK,L,Delete,Fireball,None,None
Fireball,BLOCK,L,VelChange,Fireball,None,vx
BLOCK,Fireball,R,Delete,Fireball,None,None
BLOCK,Fireball,R,VelChange,Fireball,None,vx
Fireball,6,L,Delete,Fireball,None,None
Fireball,6,L,VelChange,Fireball,None,vx
6,Fireball,R,Delete,Fireball,None,None
6,Fireball,R,VelChange,Fireball,None,vx
FireMario,RIGHT_UP_GRASS_EDGE,D,Delete,Fireball,None,None
FireMario,RIGHT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vx
RIGHT_UP_GRASS_EDGE,FireMario,U,Delete,Fireball,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,VelChange,Fireball,None,vx
Fireball,COIN,R,Add,Fireball,None,None
Fireball,COIN,R,VelChange,FireMario,None,vy
COIN,Fireball,L,Add,Fireball,None,None
COIN,Fireball,L,VelChange,FireMario,None,vy
Fireball,COIN,D,Add,Fireball,None,None
Fireball,COIN,D,VelChange,FireMario,None,vy
COIN,Fireball,U,Add,Fireball,None,None
COIN,Fireball,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,Add,Fireball,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,Add,Fireball,None,None
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,COIN,U,None,None,None,None
COIN,Fireball,D,None,None,None,None
FireMario,COIN,R,Delete,Coin,None,None
FireMario,COIN,R,VelChange,FireMario,None,vx
COIN,FireMario,L,Delete,Coin,None,None
COIN,FireMario,L,VelChange,FireMario,None,vx
FireMario,COIN,R,Delete,Coin,None,None
FireMario,COIN,R,VelChange,FireMario,None,vx
COIN,FireMario,L,Delete,Coin,None,None
COIN,FireMario,L,VelChange,FireMario,None,vx
FireMario,BLOCK,R,Delete,Coin,None,None
FireMario,BLOCK,R,VelChange,FireMario,None,vx
BLOCK,FireMario,L,Delete,Coin,None,None
BLOCK,FireMario,L,VelChange,FireMario,None,vx
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,FireMario,None,vy
Fireball,8,D,VelChange,Fireball,None,vy
Fireball,8,D,VelChange,FireMario,None,vy
8,Fireball,U,VelChange,Fireball,None,vy
8,Fireball,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,Fireball,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,COIN,R,VelChange,Fireball,None,vy
COIN,Fireball,L,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,Add,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,Add,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,COIN,R,Delete,Coin,None,None
FireMario,COIN,R,VelChange,FireMario,None,vy
COIN,FireMario,L,Delete,Coin,None,None
COIN,FireMario,L,VelChange,FireMario,None,vy
FireMario,GROUND,D,Delete,Coin,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,Delete,Coin,None,None
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,Add,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,Add,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,8,R,Delete,Fireball,None,None
Fireball,8,R,VelChange,Fireball,None,vx
8,Fireball,L,Delete,Fireball,None,None
8,Fireball,L,VelChange,Fireball,None,vx
